Campaign Number,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Gender,Age,Location,Views,Likes,Clicks,Conversions,CR,Expense,Executive
815,Campaign 815,2023-08-08,2023-08-27,Facebook,Bernard|Sons,8622 Ricky Knoll,New Jenniferville,GA,Georgia,USA,79764,johnsonrobert@white.com,+6182418484012,Julia Moore,,13-19,Europe,86611,527,2971,634,0.00732,45987.29,Thomas Ryan
816,Campaign 816,2023-08-22,2023-09-02,TikTok,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,Female,40-60,Japan,94470,7317,436,238,0.00252,30121.63,Brandon Townsend Jr.
817,Campaign 817,2023-08-14,2023-08-19,TikTok,Ramirez|Wilson,6802 Scott Ways,Jasonbury,NM,New Mexico,USA,94299,robertellis@simpson-gutierrez.com,+41408698958325,Christine Nguyen,Female,18-40,USA,78045,7128,2951,949,0.01216,36212.28,Becky Brown
818,Campaign 818,2023-05-14,2023-06-09,Email,Fisher|Johnston,36491 Jennifer Park Suite 248,East David,PA,Pennsylvania,USA,71082,rellis@lindsey.com,+58028199762452,Timothy Hernandez,Female,60+,LATAM,38727,9273,136,688,0.01777,40894,Jesus Rivera
819,Campaign 819,2023-04-14,2023-05-08,Email,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,Male,40-60,India,42103,9806,2521,145,0.00344,1249.73,Michael Camacho
820,Campaign 820,2023-01-04,2023-01-13,Facebook,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,,40-60,USA,88270,6701,4524,572,0.00648,31829.01,Kyle Serrano
821,Campaign 821,2023-06-22,2023-07-08,Email,Fisher|Johnston,36491 Jennifer Park Suite 248,East David,PA,Pennsylvania,USA,71082,rellis@lindsey.com,+58028199762452,Timothy Hernandez,Male,60+,Canada,98526,5011,1173,105,0.00107,25538.3,Jesus Rivera
822,Campaign 822,2023-08-28,2023-09-07,Email,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,,40-60,Canada,88466,7613,1955,342,0.00387,1276.55,Lauren Riggs
823,Campaign 823,2023-03-11,2023-04-01,YouTube,Jimenez|Sons,8451 Walter Fords Apt. 737,South Danielchester,CT,Connecticut,USA,12719,amartinez@oconnell.com,+4051640984570,Justin Cole,,13-19,Europe,77646,1132,2489,909,0.01171,34858.96,Jesus Rivera
824,Campaign 824,2023-04-23,2023-05-01,TikTok,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,,18-40,India,6205,8940,640,561,0.09041,22231.65,Aaron Faulkner
825,Campaign 825,2023-11-07,2023-11-22,TikTok,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,,13-19,Canada,66895,3352,543,753,0.01126,6837.32,Aaron Faulkner
826,Campaign 826,2023-09-11,2023-09-25,Instagram,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,,40-60,UK,57249,6058,2383,745,0.01301,46463.19,Melissa Haynes
827,Campaign 827,2023-11-17,2023-11-27,Email,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,,13-19,USA,1516,5920,2088,904,0.59631,22536.74,Thomas Ryan
828,Campaign 828,2023-03-11,2023-03-21,Instagram,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Male,60+,Japan,44912,9093,1823,310,0.00690,17007.12,Kyle Serrano
829,Campaign 829,2023-07-26,2023-08-16,Email,Daniels Group,567 Jill Motorway,Sarabury,GU,Guam,USA,20455,michael10@gmail.com,+6445688783,Annette Rice,Male,18-40,LATAM,70846,4360,4553,339,0.00479,44841.7,Wesley Simon
830,Campaign 830,2023-10-07,2023-11-02,Facebook,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,,13-19,India,60110,5095,2107,649,0.01080,14084.61,Lauren Riggs
831,Campaign 831,2023-02-13,2023-03-15,Instagram,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Female,18-40,Japan,38888,538,1187,904,0.02325,2555.8,Lauren Riggs
832,Campaign 832,2023-01-21,2023-02-07,Instagram,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,05036,michelle44@yahoo.com,+1864384897,James Woods,,40-60,Japan,23429,2964,1844,182,0.00777,26889.78,Wesley Simon
833,Campaign 833,2023-11-05,2023-11-25,Facebook,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,,18-40,Europe,91185,2328,341,401,0.00440,43651.68,Lauren Riggs
834,Campaign 834,2023-09-29,2023-10-04,YouTube,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,,40-60,LATAM,39709,9678,989,419,0.01055,26981.44,Lauren Riggs
835,Campaign 835,2023-04-28,2023-05-12,Instagram,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Male,40-60,Europe,96093,668,4457,46,0.00048,18024.96,Thomas Ryan
836,Campaign 836,2023-06-03,2023-06-19,YouTube,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,,18-40,UK,44087,1757,1208,798,0.01810,33608.16,Thomas Ryan
837,Campaign 837,2023-07-09,2023-07-24,YouTube,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Female,40-60,Australia,99484,9303,3813,51,0.00051,41032.62,Melissa Haynes
838,Campaign 838,2023-01-13,2023-02-04,YouTube,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,Female,40-60,LATAM,53031,6198,3197,659,0.01243,27901.89,Kyle Serrano
839,Campaign 839,2023-11-27,2023-12-05,Facebook,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,Male,60+,UK,34219,196,3516,112,0.00327,15945.78,Lauren Riggs
840,Campaign 840,2023-04-23,2023-04-28,Instagram,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,,60+,UK,32127,6996,417,347,0.01080,19454.03,Aaron Faulkner
841,Campaign 841,2023-10-18,2023-10-26,TikTok,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Male,40-60,UK,12076,8918,1043,718,0.05946,49348.57,Thomas Ryan
842,Campaign 842,2023-02-05,2023-02-06,Instagram,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,,60+,USA,26586,3119,593,457,0.01719,47195.85,Lauren Riggs
843,Campaign 843,2023-10-10,2023-11-09,Email,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,,18-40,Australia,98648,9609,2073,543,0.00550,28822.16,Aaron Faulkner
844,Campaign 844,2023-06-04,2023-06-19,TikTok,Griffin LLC,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,Arkansas,USA,45759,carlos94@ware.org,+4982096317,Karen Mitchell,Female,40-60,Canada,32526,7646,3493,966,0.02970,10180.14,Brandon Townsend Jr.
845,Campaign 845,2023-07-04,2023-07-25,TikTok,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,,60+,Japan,84010,7955,3411,742,0.00883,11007.12,Kyle Serrano
846,Campaign 846,2023-12-20,2024-01-10,Facebook,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,Male,60+,USA,26764,8941,2999,46,0.00172,17842.97,Aaron Faulkner
847,Campaign 847,2023-08-18,2023-09-05,Instagram,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,Male,18-40,LATAM,1198,3144,3259,586,0.48915,27010.88,Brandon Townsend Jr.
848,Campaign 848,2023-05-20,2023-06-19,Email,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,,60+,Japan,83224,5983,3018,37,0.00044,27489.28,Melissa Haynes
849,Campaign 849,2023-09-01,2023-09-28,Instagram,Wade PLC,3571 Harvey Centers,Ronaldfurt,NY,New York,USA,35589,nhall@hotmail.com,+3305264186670,Lacey Crane,Male,40-60,Canada,53328,6870,1936,626,0.01174,28740.01,Lauren Riggs
850,Campaign 850,2023-12-23,2024-01-02,Facebook,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,,18-40,LATAM,35351,2491,4985,408,0.01154,545.23,Aaron Faulkner
851,Campaign 851,2023-09-17,2023-09-24,YouTube,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Male,40-60,Canada,7988,5931,2193,890,0.11142,29478.89,Thomas Ryan
852,Campaign 852,2023-10-25,2023-10-30,Facebook,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Male,40-60,Japan,7871,4995,4860,256,0.03252,30041.8,Jesus Rivera
853,Campaign 853,2023-06-01,2023-06-11,YouTube,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male,40-60,UK,88315,5992,3201,209,0.00237,8499.97,Michael Camacho
854,Campaign 854,2023-06-29,2023-07-07,TikTok,Edwards LLC,123 Amanda Summit,Lake Marietown,IL,Illinois,USA,81773,tinamckay@sharp-smith.com,+506912217980069,Matthew Davis,Male,40-60,Australia,25730,7724,1232,831,0.03230,2563.07,Melissa Haynes
855,Campaign 855,2023-11-16,2023-12-12,TikTok,Jimenez|Sons,8451 Walter Fords Apt. 737,South Danielchester,CT,Connecticut,USA,12719,amartinez@oconnell.com,+4051640984570,Justin Cole,Male,60+,UK,22881,3125,2829,311,0.01359,44007.76,Jesus Rivera
856,Campaign 856,2023-04-28,2023-05-11,TikTok,Fox|Carter|Cunningham,99919 Michelle Green Apt. 424,West Hannah,KY,Kentucky,USA,63482,bradymcclain@hotmail.com,+1172175730,Andre Manning,,60+,Canada,11247,6633,2831,961,0.08545,29448.34,Brandon Townsend Jr.
857,Campaign 857,2023-02-23,2023-03-12,Instagram,Ramirez|Wilson,6802 Scott Ways,Jasonbury,NM,New Mexico,USA,94299,robertellis@simpson-gutierrez.com,+41408698958325,Christine Nguyen,,18-40,LATAM,63398,5775,4259,384,0.00606,15145.96,Becky Brown
858,Campaign 858,2023-05-17,2023-05-26,Facebook,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,Male,40-60,Japan,29618,6602,1133,849,0.02867,40858.02,Jesus Rivera
859,Campaign 859,2023-10-19,2023-11-08,Email,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Male,60+,Europe,19813,9435,3068,357,0.01802,9185.31,Kyle Serrano
860,Campaign 860,2023-07-15,2023-07-21,Instagram,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,Male,18-40,Japan,34773,1920,2085,685,0.01970,920.53,Brandon Townsend Jr.
861,Campaign 861,2023-05-16,2023-05-23,Instagram,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,Male,60+,Japan,95846,8079,3964,993,0.01036,35891.28,Wesley Simon
862,Campaign 862,2023-03-24,2023-04-20,Facebook,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,,13-19,UK,68076,2605,1694,870,0.01278,6964.98,Michael Camacho
863,Campaign 863,2023-06-16,2023-07-04,TikTok,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,Female,18-40,UK,30439,5578,3592,181,0.00595,6429.05,Kyle Serrano
864,Campaign 864,2023-05-30,2023-06-27,YouTube,Smith|Bailey,055 Rebecca Ramp,Edwardsland,WY,Wyoming,USA,72139,bakerpaul@holland.com,+05449561427992,Sharon Reeves,,60+,LATAM,38314,6965,1277,198,0.00517,14869.2,Michael Camacho
865,Campaign 865,2023-03-21,2023-04-10,TikTok,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,,18-40,USA,96951,1554,3285,549,0.00566,20361.86,Jesus Rivera
866,Campaign 866,2023-11-13,2023-12-07,YouTube,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,,13-19,India,64324,3582,3319,351,0.00546,5968.48,Michael Camacho
867,Campaign 867,2023-10-12,2023-10-28,YouTube,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,Male,60+,UK,42702,4498,3455,648,0.01517,44258.99,Aaron Faulkner
868,Campaign 868,2023-09-08,2023-09-18,Instagram,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,05157,beth20@gmail.com,+3825051266,Diana Love,,40-60,LATAM,39144,1049,3287,887,0.02266,21190.99,Thomas Ryan
869,Campaign 869,2023-05-09,2023-05-19,Email,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Female,40-60,India,13836,7220,814,858,0.06201,32857.64,Brandon Townsend Jr.
870,Campaign 870,2023-03-26,2023-04-09,TikTok,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,07896,vjohnson@yahoo.com,+4875323908871,Anne Davis,Female,60+,Europe,3417,3052,4780,327,0.09570,36436.56,Aaron Faulkner
871,Campaign 871,2023-03-12,2023-04-02,Instagram,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Female,18-40,UK,15825,1326,1537,604,0.03817,24421.87,Thomas Ryan
872,Campaign 872,2023-09-06,2023-09-13,Email,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,,40-60,LATAM,46222,4996,1993,168,0.00363,33386.46,Lauren Riggs
873,Campaign 873,2023-07-04,2023-07-28,Instagram,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,Male,60+,Australia,20426,6422,4266,364,0.01782,783.24,Brandon Townsend Jr.
874,Campaign 874,2023-07-14,2023-07-17,YouTube,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,,18-40,Japan,67984,5312,3298,476,0.00700,5383.47,Thomas Ryan
875,Campaign 875,2023-01-28,2023-02-16,YouTube,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,,40-60,UK,53100,3293,4804,895,0.01685,32849.93,Thomas Ryan
876,Campaign 876,2023-07-07,2023-07-22,TikTok,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Female,60+,Australia,58038,9097,736,365,0.00629,17184.09,Brandon Townsend Jr.
877,Campaign 877,2023-09-23,2023-10-14,TikTok,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,Female,40-60,UK,72078,3367,4343,165,0.00229,19531.06,Brandon Townsend Jr.
878,Campaign 878,2023-07-30,2023-08-02,Instagram,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,Female,60+,LATAM,58030,5475,4502,693,0.01194,19558.42,Brandon Townsend Jr.
879,Campaign 879,2023-05-21,2023-06-14,TikTok,Salinas|Rodriguez|Bowman,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,District of Columbia,USA,35416,gutierrezjames@yahoo.com,+155494860860863,Laura Caldwell,Female,60+,Australia,66822,8635,1873,855,0.01280,14368.25,Thomas Ryan
880,Campaign 880,2023-06-12,2023-07-03,TikTok,Hernandez|Keller|Berry,Unit 2637 Box 1240,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,mary90@yahoo.com,+2033156167,Kristin Carson,,18-40,USA,28429,8108,3085,274,0.00964,9366.41,Thomas Ryan
881,Campaign 881,2023-08-05,2023-08-26,YouTube,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,Male,60+,UK,79102,9894,4935,763,0.00965,5428.55,Brandon Townsend Jr.
882,Campaign 882,2023-08-25,2023-09-08,Email,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Male,60+,USA,10819,4107,3279,239,0.02209,30317.95,Kyle Serrano
883,Campaign 883,2023-08-01,2023-08-05,TikTok,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,,13-19,USA,45731,5951,3968,80,0.00175,21554.45,Wesley Simon
884,Campaign 884,2023-07-05,2023-07-12,Email,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Female,60+,Japan,47445,1374,3730,650,0.01370,40323.09,Melissa Haynes
885,Campaign 885,2023-12-29,2023-12-30,Email,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male,60+,LATAM,13655,6713,394,495,0.03625,10233.14,Michael Camacho
886,Campaign 886,2023-06-25,2023-07-15,Facebook,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,,13-19,LATAM,34530,2555,2006,873,0.02528,18940.19,Thomas Ryan
887,Campaign 887,2023-07-21,2023-07-26,Instagram,Griffin LLC,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,Arkansas,USA,45759,carlos94@ware.org,+4982096317,Karen Mitchell,Female,18-40,Japan,48243,9730,1972,180,0.00373,7385.81,Brandon Townsend Jr.
888,Campaign 888,2023-08-24,2023-09-22,YouTube,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,,18-40,LATAM,11321,6508,4118,575,0.05079,35826.23,Lauren Riggs
889,Campaign 889,2023-04-08,2023-04-26,Instagram,Fisher|Johnston,36491 Jennifer Park Suite 248,East David,PA,Pennsylvania,USA,71082,rellis@lindsey.com,+58028199762452,Timothy Hernandez,Female,18-40,Japan,98711,4948,2859,979,0.00992,3419.71,Jesus Rivera
890,Campaign 890,2023-04-24,2023-05-22,Facebook,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Female,18-40,India,87693,3881,1477,190,0.00217,8565.87,Wesley Simon
891,Campaign 891,2023-05-25,2023-06-19,YouTube,Mcbride|Finley,438 Brent Roads Apt. 855,Tylerburgh,NY,New York,USA,69473,mcclainhannah@jensen-gilbert.com,+8564145259269,Michael Freeman,Male,40-60,Canada,99908,4829,2440,24,0.00024,3711.84,Jesus Rivera
892,Campaign 892,2023-01-21,2023-01-22,Email,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Female,18-40,LATAM,31471,6171,3626,170,0.00540,28438.21,Lauren Riggs
893,Campaign 893,2023-12-20,2023-12-28,TikTok,Daniels Group,567 Jill Motorway,Sarabury,GU,Guam,USA,20455,michael10@gmail.com,+6445688783,Annette Rice,Male,40-60,LATAM,64605,6850,2932,728,0.01127,13945.34,Wesley Simon
894,Campaign 894,2023-09-01,2023-09-16,TikTok,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,Male,60+,Australia,61386,7906,3847,273,0.00445,18565.63,Jesus Rivera
895,Campaign 895,2023-08-22,2023-08-30,TikTok,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,Male,60+,India,82581,2304,2089,745,0.00902,1649.05,Kyle Serrano
896,Campaign 896,2023-05-06,2023-05-09,YouTube,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,,60+,UK,85993,232,2309,895,0.01041,32265.7,Thomas Ryan
897,Campaign 897,2023-03-14,2023-03-20,Facebook,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Male,60+,USA,99295,491,1315,917,0.00924,12139.87,Melissa Haynes
898,Campaign 898,2023-10-18,2023-11-12,Facebook,Arnold|Smith|Ward,Unit 2316 Box 4709,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,michelle93@pineda-small.com,+6404886159251,Karen Bryan,,13-19,UK,11108,9485,2569,790,0.07112,27413.34,Jesus Rivera
899,Campaign 899,2023-08-01,2023-08-29,Email,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male,18-40,Australia,32579,207,4698,583,0.01789,26822,Brandon Townsend Jr.
900,Campaign 900,2023-07-31,2023-08-09,YouTube,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Female,40-60,India,49560,5896,887,811,0.01636,38240.99,Wesley Simon
901,Campaign 901,2023-06-15,2023-07-14,Email,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,,13-19,Europe,49395,6363,4971,87,0.00176,18720.01,Wesley Simon
902,Campaign 902,2023-04-20,2023-05-02,Facebook,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Female,18-40,Japan,83252,2931,3408,935,0.01123,43433.48,Thomas Ryan
903,Campaign 903,2023-10-22,2023-11-09,Instagram,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,,18-40,UK,98338,3032,4430,478,0.00486,49431.99,Aaron Faulkner
904,Campaign 904,2023-12-01,2023-12-20,Instagram,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,,60+,Australia,79087,9410,3711,784,0.00991,44405.17,Thomas Ryan
905,Campaign 905,2023-06-08,2023-06-25,TikTok,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Male,18-40,Australia,73150,6434,1357,729,0.00997,30193.97,Thomas Ryan
906,Campaign 906,2023-06-23,2023-07-05,YouTube,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,,60+,LATAM,15167,7175,489,54,0.00356,36831.83,Aaron Faulkner
907,Campaign 907,2023-10-14,2023-10-26,Email,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,Female,60+,Europe,5803,1394,297,876,0.15096,3238.03,Wesley Simon
908,Campaign 908,2023-04-03,2023-04-16,YouTube,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,,60+,Japan,8828,5412,3290,375,0.04248,21718.37,Jesus Rivera
909,Campaign 909,2023-08-20,2023-09-03,Instagram,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,Male,18-40,Canada,9151,920,3546,736,0.08043,18091.29,Wesley Simon
910,Campaign 910,2023-11-29,2023-12-11,TikTok,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Female,40-60,Europe,72769,3990,1402,916,0.01259,14490.02,Lauren Riggs
911,Campaign 911,2023-07-07,2023-07-16,YouTube,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,Female,18-40,India,86655,3443,2434,154,0.00178,12488.28,Brandon Townsend Jr.
